"ID","bear_score","bee_score","meadow_score","trout_score","eagle_score","rabbit_score","dragonfly_score","fox_score","deer_score","stream_score","wolves_score","dv_score"
18971,6,9,6,8,2,0,3,6,8,3,3,12
18972,6,15,0,0,2,1,4,3,8,4,3,12
18973,0,12,15,4,6,2,0,3,4,4,2,12
18974,8,0,3,4,14,1,0,9,4,1,3,12
18975,4,0,18,2,8,1,2,3,8,1,1,12
18977,2,0,3,4,4,1,8,6,12,4,3,12
18978,0,12,15,0,12,3,6,3,4,3,1,12
18979,12,0,15,4,8,1,0,6,4,1,1,12
18982,12,9,10,4,0,1,2,9,4,1,0,12
18983,0,12,10,8,0,0,6,3,12,3,3,7
18984,6,3,3,4,10,2,6,0,8,3,3,12
18985,6,3,3,4,4,0,6,12,12,2,0,12
18986,6,6,6,6,0,2,2,9,8,2,2,12
18987,0,9,6,12,10,3,0,0,8,3,2,7
18988,4,6,6,8,0,0,6,9,16,3,0,7
18990,6,6,3,4,4,0,6,9,12,3,1,12
18993,0,12,6,6,26,2,0,9,0,1,1,7
18995,4,9,6,4,2,0,6,6,16,3,0,12
18997,8,3,6,6,4,1,8,3,4,4,1,12
18998,0,12,15,2,8,1,1,0,18,1,2,12
19000,2,9,15,12,8,0,0,6,8,1,1,12
19001,4,12,0,4,2,0,9,6,12,3,1,12
19002,12,3,3,8,0,1,3,12,12,3,0,12
19003,4,0,10,4,4,0,6,6,12,3,1,12
19004,4,0,0,22,12,2,0,3,4,1,3,7
19007,4,12,0,4,0,1,4,9,8,4,3,12
19008,8,9,15,0,0,1,2,3,12,2,1,12
19009,18,6,3,4,0,2,3,3,8,3,1,12
19010,8,3,3,4,6,2,2,6,8,2,2,12
19011,16,9,6,8,0,1,2,3,4,2,3,12
19012,4,9,15,4,6,2,3,3,0,3,3,12
19013,8,0,3,16,10,1,2,6,4,2,2,12
19014,6,3,6,0,4,2,12,6,4,4,0,12
19017,0,6,6,8,20,2,6,3,8,3,1,12
19018,0,6,6,14,8,2,3,6,8,3,1,12
19019,0,0,6,4,10,4,2,6,12,2,3,12
19020,8,6,15,4,2,0,0,6,4,4,1,12
19023,0,18,15,4,12,2,0,6,4,2,1,12
19024,6,9,10,4,4,1,0,15,0,2,1,12
19025,6,3,0,8,8,0,3,9,12,3,2,12
19026,14,9,6,0,6,2,0,9,8,0,2,7
19028,2,0,10,2,6,2,3,0,16,3,3,12
19029,6,12,15,2,8,1,0,0,12,1,4,12
19031,8,15,10,0,0,1,6,3,8,3,2,12
19032,0,9,6,12,0,2,1,6,16,1,0,7
19033,0,0,15,20,12,3,3,0,0,3,1,3
19034,0,6,6,0,2,1,8,15,4,4,2,12
19035,4,6,10,10,8,0,0,3,12,1,3,12
19036,10,0,10,10,0,0,4,9,8,2,1,7
19037,2,12,0,4,12,0,2,9,8,2,2,12
19039,4,9,15,6,4,1,2,0,12,2,2,12
19041,10,9,15,4,4,1,3,6,4,3,1,12
19042,10,6,10,10,6,1,4,0,4,2,2,12
19043,8,12,15,4,0,0,2,12,0,2,1,7
19044,10,15,0,2,4,1,2,9,8,2,1,12
19046,22,6,3,2,4,0,0,9,8,2,1,12
19047,6,12,15,0,0,0,9,3,8,3,2,7
19048,6,18,0,6,6,1,3,9,0,3,2,12
19049,2,0,10,10,6,1,3,0,8,3,3,12
19050,4,12,0,8,0,1,6,3,4,6,3,12
19051,0,6,10,10,8,2,0,9,4,1,3,12
19052,0,6,15,4,6,2,3,6,8,3,2,12
19053,2,0,15,4,4,0,8,3,8,4,2,12
19054,12,3,3,6,8,2,1,6,4,1,2,12
19055,0,3,0,0,16,4,2,12,12,2,2,7
19056,4,3,3,2,8,3,6,3,14,3,0,12
19057,10,6,6,2,10,2,0,3,4,1,5,12
19058,2,0,10,6,6,2,4,12,4,4,0,12
19060,6,3,3,26,8,1,2,0,4,2,2,12
19061,6,15,15,2,0,1,0,12,8,1,2,12
19063,4,12,15,10,0,1,0,6,4,3,2,12
19065,8,6,6,4,4,0,2,6,16,2,1,12
19066,6,3,0,4,6,1,12,3,12,4,0,12
19067,10,9,0,2,6,2,6,3,12,3,1,12
19068,2,6,6,0,8,2,6,6,12,3,1,12
19070,4,18,18,0,0,0,6,9,0,3,1,3
19071,8,6,6,4,0,0,1,9,16,1,2,12
19073,0,0,10,12,20,2,0,3,8,3,1,7
19075,8,9,10,2,4,1,0,9,0,1,4,12
19076,12,9,6,4,0,0,2,9,14,2,1,12
19077,0,9,0,12,12,1,4,6,8,4,1,12
19078,2,3,0,4,8,1,2,12,18,1,0,12
19079,12,6,0,12,8,1,0,3,8,1,3,12
19080,6,0,0,10,6,1,3,9,8,3,2,12
19081,2,9,15,0,2,1,0,3,12,4,1,12
19082,2,9,6,0,6,1,10,3,8,5,0,12
19083,16,15,10,8,4,0,0,3,8,1,1,12
19084,6,12,15,6,4,1,4,0,10,2,1,12
19085,12,6,0,4,8,3,0,0,12,4,2,7
19087,8,9,6,6,6,1,3,3,0,3,4,12
19088,18,9,6,8,6,2,2,0,4,2,1,12
19089,4,0,10,4,22,2,4,3,8,2,1,12
19090,4,0,21,6,0,2,3,3,4,3,1,12
19091,6,6,6,2,2,0,6,12,8,3,1,12
19092,4,3,3,10,14,2,0,6,4,4,1,12
19093,0,6,10,6,12,2,4,3,8,4,2,12
19094,4,0,0,12,22,1,0,9,8,1,2,7
19096,6,0,15,8,4,0,4,6,4,4,2,12
19097,14,9,6,0,8,2,2,3,4,2,2,12
19098,2,0,10,4,8,3,0,9,12,1,2,12
19099,12,9,0,6,20,2,6,3,0,3,1,12
19100,6,6,10,4,0,0,3,6,8,3,2,12
19101,2,12,15,4,4,1,3,12,4,3,0,12
19102,2,6,6,0,8,2,1,9,8,1,4,12
19103,10,6,6,6,12,4,1,3,4,1,2,12
19104,2,0,6,6,8,1,12,6,4,4,1,12
19105,0,6,6,8,8,0,3,3,12,3,3,12
19106,12,6,0,4,6,2,0,12,8,3,1,12
19107,4,0,6,8,12,1,6,6,12,3,1,12
19108,4,3,3,8,0,0,8,6,12,4,3,12
19109,6,3,3,8,6,1,0,9,4,1,5,12
19110,4,6,10,6,4,1,0,6,4,3,3,12
19111,18,12,15,8,0,0,1,3,4,1,1,12
19112,14,12,6,4,8,1,0,0,4,2,3,12
19113,0,6,0,6,16,1,2,9,4,2,4,12
19114,6,12,15,0,0,1,4,3,12,4,1,12
19115,4,6,3,2,12,2,9,3,0,3,3,12
19117,2,6,10,8,6,2,0,6,0,5,2,12
19118,4,9,15,10,4,0,0,0,8,2,3,7
19119,4,6,3,8,0,3,8,6,4,4,1,12
19120,0,0,15,4,20,2,0,9,4,1,2,7
19121,6,3,3,2,12,2,0,15,4,2,2,12
19122,6,12,3,4,4,0,0,3,12,1,3,12
19123,8,9,0,8,2,1,2,9,12,2,1,12
19124,12,3,3,2,4,1,0,12,8,3,1,12
19126,4,12,15,10,0,1,0,9,0,1,3,7
19127,6,15,6,8,8,1,3,0,0,3,3,12
19128,6,9,6,4,4,0,2,3,16,2,2,12
19129,0,9,3,14,18,1,0,3,0,1,4,7
19130,2,12,0,10,12,1,0,3,12,1,3,12
19131,4,9,15,6,8,2,3,0,8,3,1,12
19132,10,6,10,6,8,1,0,9,8,1,1,12
19133,16,9,10,6,0,1,0,6,8,2,1,12
19134,0,0,3,18,12,0,0,9,12,1,2,3
19135,0,6,3,8,18,0,2,3,4,2,4,12
19137,4,12,10,10,0,2,0,3,8,1,3,12
19138,6,3,3,6,0,1,21,3,4,7,1,12
19140,6,12,15,4,4,1,6,0,8,2,2,12
19141,4,0,6,8,12,1,2,3,12,2,3,12
19142,2,9,15,2,0,0,4,9,4,4,2,12
19143,10,6,6,6,6,1,0,3,4,4,2,12
19144,8,15,10,6,2,0,0,0,4,6,2,7
19146,2,12,10,0,4,2,0,12,12,2,1,12
19147,22,6,0,6,12,2,0,3,8,1,1,12
19148,0,0,3,10,14,2,3,6,8,3,3,12
19149,8,3,3,8,0,2,10,3,8,5,1,12
19150,10,6,6,10,0,1,0,12,4,1,2,12
19152,0,0,6,14,22,1,4,6,0,4,1,7
19153,0,0,6,6,4,1,5,9,8,5,3,12
19154,12,9,0,8,6,1,0,3,8,4,1,12
19155,10,3,6,4,4,0,0,6,12,3,2,12
19157,4,9,6,6,8,0,1,6,8,1,2,12
19158,6,21,0,6,6,1,3,3,8,3,1,12
19159,2,12,15,0,0,1,3,15,8,3,0,7
19161,0,3,3,10,0,2,8,9,4,4,3,12
19162,6,3,0,18,8,1,2,15,0,2,1,12
19163,16,9,15,0,10,2,0,6,8,0,0,3
19164,10,18,15,2,4,1,0,0,12,1,1,12
19165,4,9,6,0,12,2,3,6,0,3,3,12
19167,10,6,6,2,4,0,8,3,8,4,1,12
19170,6,9,6,6,6,2,0,6,4,3,3,12
19171,14,12,15,4,12,1,0,3,8,1,0,12
19172,10,6,15,6,12,1,0,6,8,1,1,12
19173,8,6,0,12,18,2,2,0,4,2,3,12
19174,0,12,15,0,4,1,0,12,8,3,1,7
19175,12,6,0,12,0,3,2,6,8,2,1,12
19176,8,3,10,2,4,1,0,6,12,2,1,12
19177,2,6,6,0,4,2,5,9,8,5,0,12
19178,10,6,3,4,8,1,3,6,8,3,0,12
19180,2,6,10,10,6,1,0,6,12,1,2,12
19183,0,6,3,10,8,2,3,6,16,3,0,12
19186,4,0,10,12,8,1,0,6,8,1,2,12
19188,2,6,10,6,8,1,4,6,0,4,1,12
19189,0,9,6,6,0,2,6,6,8,6,1,12
19190,2,6,6,6,0,2,4,9,8,4,1,12
19191,10,3,3,6,4,0,0,9,8,1,5,12
19193,14,6,0,8,18,2,0,6,4,1,2,12
19194,16,9,0,4,14,2,0,12,4,0,1,7
19195,6,9,10,2,4,0,2,6,4,2,3,12
19197,4,6,10,2,18,2,0,3,12,1,1,12
19198,4,6,10,6,8,2,6,3,4,3,2,12
19199,12,0,0,6,12,2,0,12,4,3,1,7
19200,14,9,10,10,0,2,0,0,8,1,2,7
19201,0,0,10,16,8,1,3,3,12,3,0,7
19202,12,3,3,6,6,1,3,9,4,3,2,12
19204,4,6,10,4,12,2,4,3,4,4,1,12
19205,6,0,6,8,16,1,2,6,0,2,2,12
19206,2,0,6,10,18,2,0,3,16,1,1,12
19209,16,3,6,4,4,0,3,6,4,3,2,12
19210,6,6,10,10,0,2,2,3,8,2,2,12
19211,4,3,3,18,16,2,0,3,8,1,1,12
19212,0,6,6,16,0,4,6,3,4,3,1,12
19213,0,6,6,16,12,1,2,0,4,2,3,12
19214,4,6,6,4,0,1,12,6,4,4,2,12
19215,10,3,3,8,14,4,0,12,4,1,0,12
19218,2,6,0,0,16,3,6,6,8,3,1,12
19219,4,9,15,4,4,0,3,3,4,3,3,12
19221,16,0,0,8,6,1,4,9,4,4,2,12
19222,6,18,12,8,0,3,0,3,4,3,0,7
19224,4,0,10,6,4,0,2,12,12,2,0,7
19226,8,12,15,2,2,0,2,6,0,2,3,12
19227,12,0,6,6,6,0,5,6,4,5,1,12
19228,6,6,6,4,10,2,6,3,4,2,2,12
19230,0,0,15,4,6,2,6,3,12,3,2,12
19231,8,9,6,4,8,1,0,6,4,1,3,12
19232,0,15,0,10,6,1,3,6,8,3,2,12
19233,0,6,6,10,16,2,3,0,12,3,2,12
19234,4,6,6,0,12,2,4,0,8,2,2,12
19235,10,0,3,10,18,2,2,3,8,2,1,12
19236,6,0,10,14,6,0,0,6,12,1,1,7
19237,6,12,15,4,0,0,4,12,0,2,1,7
19238,4,6,6,14,6,0,0,3,18,1,1,12
19239,4,9,6,6,8,1,0,6,0,5,3,12
19240,10,12,6,4,0,0,3,6,8,3,2,12
19241,0,21,0,4,8,1,4,6,8,4,1,12
19243,10,15,0,6,8,1,0,6,4,3,2,12
19244,6,15,10,14,6,1,0,6,4,1,1,12
19246,2,6,6,4,6,2,3,9,8,3,2,12
19247,2,0,3,12,20,1,5,3,4,5,1,12
19248,6,6,6,4,0,1,15,6,4,5,1,12
19251,8,0,15,6,6,1,2,0,8,2,3,12
19252,0,0,15,4,6,1,15,3,0,5,2,7
19254,2,0,6,10,8,2,2,9,16,2,0,12
19255,6,18,10,4,12,1,0,6,4,1,1,12
19256,6,9,6,2,0,1,8,6,12,4,1,12
19257,8,6,0,8,8,2,2,9,8,2,1,12
19259,6,9,6,4,4,0,3,9,8,3,1,12
19260,16,6,10,4,6,1,0,3,0,1,4,12
19261,10,18,15,4,8,1,0,0,8,1,2,12
19262,4,12,0,6,0,2,4,9,4,4,2,12
19263,4,0,0,6,12,4,4,9,4,4,2,12
19264,4,0,10,6,8,2,2,6,18,1,0,12
19265,6,0,10,2,4,0,1,9,12,1,2,12
19267,4,9,6,10,6,1,2,3,4,2,4,12
19269,2,12,10,0,0,0,14,9,0,7,1,3
19270,2,3,0,8,4,0,14,6,8,7,1,12
19272,10,6,10,12,10,2,2,0,4,2,2,12
19273,4,0,6,6,8,2,0,9,18,0,1,7
19274,6,12,0,6,8,1,0,9,12,1,2,12
19275,0,6,6,10,10,2,0,3,16,1,2,12
19276,12,9,6,2,8,1,1,3,12,1,0,12
19277,10,6,6,8,6,1,0,6,4,3,3,12
19278,4,0,6,8,18,2,2,6,0,2,3,12
19279,8,18,15,8,0,1,0,3,4,1,3,12
19280,6,21,0,8,6,1,2,6,4,2,1,12
19281,6,6,10,12,6,1,6,0,4,3,2,12
19282,12,6,6,6,2,0,3,6,4,3,2,12
19283,8,6,10,10,6,1,2,3,8,2,2,12
19285,6,6,10,4,6,2,3,0,12,3,2,12
19287,2,3,0,4,16,3,3,9,8,3,2,12
19288,0,15,0,12,18,1,1,3,4,1,2,12
19289,4,6,0,0,16,2,5,3,8,5,1,12
19290,10,15,15,0,2,1,1,9,8,1,0,12
19291,12,3,3,6,14,1,0,3,12,1,1,12
19292,4,0,10,4,8,1,2,9,12,2,1,12
19294,2,3,0,6,0,1,12,9,8,6,2,12
19295,4,0,0,10,8,2,4,12,8,2,1,12
19296,10,6,6,2,4,0,0,6,18,1,1,12
19297,0,6,6,10,10,4,0,6,12,1,1,12
19298,6,9,15,2,4,1,0,12,8,2,0,12
19299,14,3,3,6,10,1,0,6,12,1,1,12
19300,0,9,15,0,12,2,8,0,8,4,1,7
19301,6,12,10,6,0,2,0,3,16,1,2,12
19303,4,3,0,0,2,1,12,3,16,6,1,12
19304,2,0,6,2,22,3,2,3,8,2,1,12
19306,8,12,10,8,0,1,12,0,4,3,1,12
19309,6,0,0,6,10,4,2,3,12,1,2,12
19310,8,6,10,16,6,0,0,0,4,1,4,7
19312,0,6,10,0,12,3,0,6,8,5,1,7
19313,8,0,10,6,10,2,4,9,0,2,1,12
19315,16,3,3,6,4,0,0,12,4,3,2,12
19317,4,0,3,14,0,4,15,3,4,5,0,7
19318,4,3,3,14,10,2,0,3,14,1,1,12
19319,6,6,6,8,12,1,2,6,0,2,3,12
19321,2,0,6,4,26,2,6,0,4,3,1,12
19322,6,0,3,4,6,1,3,6,12,3,3,12
19323,8,12,0,0,4,1,3,9,8,3,1,12
19324,4,0,18,4,2,0,3,3,8,3,1,12
19325,10,9,10,4,4,1,0,6,0,2,4,12
19326,10,3,3,14,0,1,0,15,8,1,0,7
19328,0,6,10,0,8,2,9,6,4,3,2,12
19329,6,6,6,8,8,2,3,9,0,3,2,12
19330,0,6,10,2,16,0,1,6,12,1,2,12
19331,2,15,15,0,0,0,12,6,4,6,0,3
19332,0,18,3,8,4,0,10,3,4,5,1,12
19333,4,6,6,8,14,1,3,6,8,3,1,12
19334,2,3,0,6,6,2,4,9,16,4,1,12
19335,8,12,10,2,2,0,0,3,16,2,1,12
19336,8,0,3,12,4,0,15,6,4,5,0,7
19337,8,12,15,12,0,1,2,3,8,2,1,12
19338,8,12,0,4,4,2,0,9,12,3,1,12
19339,0,9,15,6,8,0,3,9,12,3,0,7
19341,16,12,10,6,0,2,1,3,8,1,0,12
19342,4,0,6,6,10,0,2,12,8,1,2,12
19344,4,6,10,6,2,0,5,3,12,5,0,12
19346,10,6,10,10,6,0,2,0,8,2,3,12
19347,4,18,10,6,2,0,4,0,10,4,1,12
19348,8,6,0,8,18,3,4,3,8,2,1,12
19349,6,6,6,14,0,0,20,3,4,5,0,7
19350,6,6,6,4,4,1,2,6,8,1,2,12
19351,14,24,15,4,0,0,0,3,4,3,1,7
19352,6,3,0,6,6,2,15,6,4,5,1,12
19353,14,6,6,6,8,1,2,6,8,2,1,12
19354,0,0,10,6,4,1,6,3,12,6,1,12
19355,4,6,10,16,12,0,0,6,4,1,1,12
19357,2,6,10,6,2,0,2,15,8,2,1,12
19358,6,15,15,0,2,1,3,3,8,3,1,12
19359,10,0,6,14,14,0,8,0,0,4,1,3
19360,20,12,6,6,0,1,0,6,8,1,1,12
19361,12,6,0,8,14,1,2,3,8,2,1,12
19362,6,0,6,2,12,1,6,6,4,3,1,12
19364,6,12,0,10,10,2,2,9,8,1,0,12
19365,10,3,3,8,12,4,0,6,12,1,0,12
19366,8,9,6,6,0,1,6,0,4,6,2,12
19367,10,9,0,4,8,3,6,3,4,3,1,12
19368,10,6,6,4,8,2,0,9,0,2,2,12
19370,0,3,3,8,22,2,0,6,8,5,1,12
19371,8,3,0,8,16,1,8,3,4,4,2,12
19372,12,3,6,6,14,2,4,0,8,2,1,12
19374,6,15,15,10,18,1,0,3,0,1,1,12
19376,4,12,10,0,2,1,0,0,16,3,3,7
19377,8,6,0,4,10,4,1,3,8,1,3,12
19378,14,6,3,2,8,1,1,6,4,1,1,12
19380,4,18,15,2,6,0,2,0,4,2,3,12
19381,14,3,3,2,0,2,4,3,12,4,1,12
19383,6,21,0,4,4,1,1,12,4,1,1,12
19384,8,6,6,2,6,2,0,3,8,2,4,12
19385,12,6,3,6,16,1,0,3,4,1,3,12
19386,8,6,10,4,6,2,4,0,4,2,4,12
19387,10,3,0,6,6,1,2,9,12,2,2,12
19388,0,0,6,18,22,3,2,3,8,2,0,7
19389,6,0,10,4,14,2,0,3,12,1,2,12
19390,6,18,15,2,2,0,4,0,8,2,1,12
19394,14,0,0,8,8,0,0,9,12,1,3,3
19395,2,0,10,4,0,1,8,3,12,4,3,12
19396,0,12,15,16,0,2,0,3,4,1,2,7
19397,4,0,0,6,8,1,12,9,8,4,1,12
19400,2,9,3,16,0,2,0,3,8,1,2,12
19401,6,12,10,2,12,1,0,6,4,2,0,12
19402,8,3,0,6,8,0,0,12,12,1,2,7
19403,0,12,6,10,0,1,3,3,12,3,2,12
19406,4,12,3,4,4,1,4,12,0,2,0,12
19407,8,6,10,10,6,1,4,0,4,2,3,12
19408,2,18,15,0,4,1,8,3,0,4,0,7
19411,6,12,15,0,12,2,2,6,8,2,0,12
19414,10,3,3,6,16,1,0,0,12,1,3,12
19415,0,0,6,6,22,0,3,9,8,3,1,7
19417,10,9,6,2,0,1,0,6,12,3,2,12
19418,4,0,15,12,12,3,2,3,4,2,1,12
19419,10,12,0,6,10,0,4,6,4,4,1,12
19420,0,15,10,4,8,0,2,15,0,2,0,3
19421,2,6,0,4,12,1,8,3,12,2,1,12
19422,4,6,6,14,6,0,0,0,12,3,3,7
19423,12,9,0,16,8,1,3,3,4,3,1,12
19424,4,9,6,4,6,0,2,6,8,2,3,12
19425,4,12,0,4,2,0,15,9,4,5,1,12
19426,0,15,10,10,6,1,0,3,4,1,4,12
19427,10,9,10,4,8,1,0,0,12,1,3,12
19429,10,3,0,4,8,1,12,3,8,6,0,12
19430,4,12,15,4,8,1,0,3,0,5,2,12
19431,6,6,15,4,0,3,4,6,4,2,1,12
19432,4,6,3,4,0,3,0,6,18,1,2,12
19434,4,15,15,4,4,0,1,3,4,1,2,12
19435,12,9,10,6,4,0,0,3,4,2,2,12
19436,10,6,6,2,2,0,0,9,16,2,1,12
19437,2,6,10,0,4,1,3,6,8,3,3,12
19438,6,12,6,8,12,0,0,3,12,1,1,12
19439,0,12,10,8,0,0,4,9,8,4,2,7
19440,8,12,6,10,4,0,3,0,8,3,2,12
19442,12,18,0,8,6,1,0,3,8,1,2,12
19443,0,6,6,4,4,1,6,6,16,3,2,12
19444,10,0,6,10,10,1,0,3,8,1,3,12
19445,2,0,3,6,0,1,12,12,8,4,2,12
19446,2,12,15,2,4,1,2,3,8,2,2,12
19447,8,6,15,2,0,2,2,3,12,2,1,12
19448,20,6,3,8,0,0,2,6,12,2,0,7
19449,6,9,6,4,12,2,4,3,0,4,1,12
19450,0,12,10,2,0,1,1,9,12,1,4,12
19451,6,9,6,4,4,1,4,3,16,2,1,12
19452,10,0,6,10,10,2,4,0,4,4,2,12
19453,4,3,0,2,8,1,12,0,16,4,1,12
19454,10,6,6,8,12,0,2,9,4,2,0,12
19455,14,6,10,4,6,2,3,0,4,3,1,12
19456,6,6,6,14,0,2,2,6,0,2,3,12
19457,4,9,0,0,8,2,1,9,16,1,2,12
19458,8,15,3,8,4,0,0,6,12,3,1,12
19459,4,0,3,4,12,2,4,6,8,4,2,12
19461,4,3,3,2,28,3,0,9,4,0,3,12
19462,2,0,15,4,4,1,6,6,4,6,1,12
19463,4,12,15,0,0,1,6,3,8,3,2,12
19465,8,3,0,4,14,2,2,6,4,2,4,12
19468,4,0,0,14,6,1,2,9,16,2,1,12
19469,12,15,0,8,10,2,0,3,8,1,2,12
19470,8,9,6,4,12,1,4,6,4,4,0,12
19471,4,6,6,16,10,0,0,3,4,1,3,12
19472,0,6,3,6,10,2,0,6,18,1,1,12
19474,4,6,6,4,12,2,0,9,4,2,3,12
19475,2,9,15,0,0,1,4,6,8,2,2,12
19476,12,9,6,4,4,1,0,0,12,5,1,12
19477,8,9,10,4,2,0,3,9,0,3,2,12
19478,8,6,0,4,8,1,4,6,12,2,0,12
19479,6,9,6,2,12,1,2,9,4,2,2,12
19480,2,3,0,6,20,1,0,6,8,3,2,12
19481,8,6,6,6,18,1,0,3,4,1,3,12
19482,8,0,0,8,12,3,2,6,12,2,2,12
19483,4,0,10,4,8,1,2,3,16,2,0,12
19484,10,3,3,8,6,1,2,3,8,2,4,12
19486,8,6,3,14,0,0,10,6,4,5,1,12
19487,0,6,3,4,10,4,4,0,16,4,1,12
19488,0,9,3,16,12,3,2,6,4,1,0,12
19489,0,0,15,6,16,3,4,3,4,4,1,12
19490,4,15,10,12,0,0,12,0,4,6,1,7
19491,6,9,15,4,0,1,0,9,8,0,3,7
19492,8,18,10,6,12,2,2,3,0,2,0,12
19493,10,6,6,6,6,1,2,9,8,1,2,12
19494,18,9,6,8,0,3,0,3,4,1,1,12
19496,2,0,15,4,16,2,3,6,0,3,1,12
19498,10,9,6,10,12,2,1,0,10,1,0,12
19500,14,0,0,8,8,1,2,3,16,2,2,12
19501,6,9,6,6,4,0,8,6,0,4,3,12
19502,6,3,0,8,6,1,0,21,8,3,0,7
19503,8,12,15,10,6,1,0,3,8,1,1,12
19506,4,3,3,6,12,1,1,3,16,1,3,12
19507,18,3,0,8,8,0,1,3,8,1,3,12
19508,8,18,10,4,2,0,4,3,12,2,0,12
19512,2,9,15,4,2,0,0,6,12,3,3,12
19513,12,9,6,0,0,0,4,3,12,4,2,7
19514,8,0,15,8,4,0,4,3,8,2,1,12
19517,4,3,3,10,0,2,10,6,0,5,3,12
19518,4,0,0,8,16,1,6,0,16,3,2,7
19519,2,0,10,4,4,1,9,3,12,3,1,12
19520,6,0,15,6,6,1,2,3,4,2,3,12
19521,6,9,6,8,10,1,0,0,12,1,3,12
19523,2,24,15,0,0,2,3,3,12,3,0,7
19524,4,0,10,12,8,1,0,6,4,1,4,12
19525,14,9,6,2,4,0,2,6,8,2,0,12
19527,4,0,15,6,4,0,6,9,8,3,1,12
19528,14,12,6,12,0,0,0,9,8,1,0,3
19529,10,0,0,8,4,1,3,9,12,3,1,12
19530,8,12,0,4,0,3,2,6,12,1,2,12
19531,4,12,0,8,10,3,9,6,4,3,0,12
19532,0,3,0,8,10,3,10,3,8,5,2,12
19533,8,18,0,6,0,1,2,6,4,2,3,12
19534,8,3,3,6,14,0,0,6,12,2,0,7
19537,4,0,6,14,16,2,0,6,12,1,0,7
19538,10,9,15,2,0,0,1,15,8,1,0,7
19539,0,0,3,14,12,3,1,15,8,1,0,7
19541,6,3,3,8,0,2,0,9,12,1,3,12
19542,2,6,6,0,2,1,9,6,8,3,3,12
19544,12,9,15,2,6,0,0,3,4,0,2,7
19546,2,0,6,10,10,3,12,0,4,6,1,12
19547,4,12,10,10,0,2,0,6,8,1,2,12
19549,4,6,10,0,12,3,2,6,12,1,0,12
19550,0,0,6,18,14,1,2,3,8,2,2,12
19552,0,6,10,0,12,2,2,3,8,2,4,12
19553,0,6,10,4,12,1,5,3,0,5,3,12
19554,16,9,6,4,8,1,0,9,8,1,1,12
19555,6,9,3,10,8,0,0,6,16,1,1,12
19556,4,6,6,4,2,0,4,6,12,4,1,12
19562,2,0,6,2,4,0,4,12,12,4,1,12
19564,12,6,3,2,0,3,0,6,18,1,1,12
19565,0,12,0,12,12,2,2,9,4,2,1,12
19566,4,0,3,16,12,1,2,6,4,2,2,12
19567,10,18,15,2,0,3,1,6,0,1,1,12
19568,6,3,0,10,8,1,4,9,4,4,3,12
19570,10,6,15,2,6,2,1,9,0,1,2,12
19571,4,3,3,4,4,1,3,6,16,3,2,12
19572,10,6,10,4,6,1,0,9,4,1,2,12
19573,0,12,15,4,0,0,2,12,12,2,2,7
19575,6,15,15,4,0,1,2,6,4,2,2,12
19576,4,0,6,14,0,3,3,3,12,3,1,12
19577,2,6,6,6,0,1,7,6,4,7,2,12
19578,0,3,6,2,2,0,2,12,16,2,3,12
19579,6,9,3,14,16,0,0,9,4,1,0,7
19580,6,15,10,4,2,0,2,3,12,2,1,12
19581,6,6,15,4,0,1,0,6,4,4,3,12
19582,16,9,6,8,6,0,0,6,12,1,1,12
19583,4,12,15,4,16,2,0,3,4,1,3,12
19586,0,3,3,10,4,0,10,6,12,5,2,12
19587,4,6,3,8,16,1,0,3,16,1,1,12
19588,10,3,6,8,10,1,5,3,4,5,1,12
19589,4,0,10,6,6,0,2,3,12,2,4,12
19590,4,6,6,4,12,1,4,3,4,4,1,12
19592,6,15,3,4,22,2,0,3,0,3,2,12
19594,4,3,3,14,16,5,0,6,4,1,1,12
19595,18,3,6,6,10,1,0,6,0,1,1,12
19596,10,3,6,4,0,1,10,3,4,5,1,12
19598,2,9,15,4,0,1,0,6,18,1,2,12
19599,4,12,15,6,6,1,2,3,4,2,2,12
19601,4,6,6,4,6,2,2,9,12,2,2,12
19602,4,9,6,8,8,0,0,3,4,3,2,12
19604,4,6,15,4,0,2,2,3,12,1,3,12
19605,12,9,10,0,4,1,5,0,4,5,1,12
19607,8,3,6,2,6,2,0,12,12,2,0,12
19608,0,3,3,18,8,1,0,3,8,1,4,12
19609,6,0,3,6,16,1,2,9,12,2,1,12
19610,6,9,0,6,14,2,4,6,4,2,2,12
19613,10,0,0,8,24,2,2,9,4,2,1,12
19614,4,12,6,10,8,2,1,6,4,1,1,12
19615,4,12,0,10,6,1,2,9,4,2,2,12
19616,4,12,15,12,10,0,0,3,0,1,3,7
19619,6,12,15,6,6,0,0,9,8,1,2,12
19620,6,0,0,8,12,2,1,15,8,1,1,12
19622,0,18,15,6,6,1,0,6,4,1,3,12
19623,10,12,15,2,0,0,6,6,8,3,1,12
19624,10,6,3,12,4,0,10,0,0,5,2,7
19625,10,0,6,8,16,1,3,3,12,3,0,12
19626,10,6,10,6,6,1,3,9,4,1,0,12
19627,4,9,6,4,4,1,6,6,4,2,3,12
19628,4,3,3,6,12,1,4,9,8,2,1,12
19629,10,6,0,6,4,1,6,0,12,3,3,12
19630,10,9,6,0,2,2,1,0,16,1,1,12
19631,10,9,6,8,10,1,1,9,4,1,0,12
19632,0,6,6,6,0,1,12,6,4,6,3,12
19633,12,6,10,6,6,0,2,0,4,2,5,12
